id,user/name,full_text,favorite_count,reply_count,created_at
UgznDai3kpBc4dkFI9l4AaABAg,Filipe,"Dublador fez um trabalho incrível, slk 🔥🔥🤘🏿",3,0,2022-10-15T23:38:58Z
UgxPhwmRXYhHTV3ym6l4AaABAg,Felipe Rodrigues,simplesmente a melhor dublagem né mores,1,0,2022-10-15T21:14:07Z
UgyZsJRvF6YTQsPXJX94AaABAg,Maicon Santos,"Sempre digo, a dublagem BR é perfeita",1,0,2022-10-15T20:32:01Z
UgwqjxuuE2QNrXUxOG54AaABAg,Fernando Mateus,"Ansiozaço pra esse filme, eu com 1,88 na fila dos guri no cinema pra ver Mário❤",2,0,2022-10-15T19:22:11Z
UgwZ3PDw-9HzOYZZ_kx4AaABAg,dvdtretas,Acho que dessa vez vou preferir ver dublado 😅,1,0,2022-10-15T17:02:19Z
UgxHYpQls0OJ0BsD6lp4AaABAg,Amanda,Nossa vai ser Fodaaaa,1,0,2022-10-15T14:47:43Z
UgxS-JSN6-jIHlOugBh4AaABAg,Mr. comédia.,"Seria incrível se o toad metesse aqueles ditados populares aleatórios, igual ao desenho kkkk<br>- &quot;Todo mundo quer ir pro céu mas ninguém quer morre!&quot;<br>Ou <br>- &quot;droga, DRoga, DROGA!&quot;<br>Kkkkkk ia ser massa dms",2,0,2022-10-15T11:08:57Z
Ugw_yZRlCk7sa62rSB94AaABAg,Mr. comédia.,O fato do filme do mario ser dublado pra pt br  é completamente irônico kkkkkkkkk,1,0,2022-10-15T11:02:43Z
UgxmDAC8TsavtAxdHGd4AaABAg,Gabriel Oliveira,"Não e COPA, é koooopaa",1,0,2022-10-15T02:40:48Z
UgxvJ9xV6Ew20uYMWgV4AaABAg,Marcelo Soares,Em breve: Mario vs Sonic,0,0,2022-10-14T23:18:26Z
UgwtG1OQ_IAykb7Cw7t4AaABAg,PlayTop,"por favor universal não troque o dublador  do mario o Raphael Rossatto, tá ótimo assim!",0,0,2022-10-14T20:27:19Z
UgxxFgRcRiYdPbf5ibJ4AaABAg,BatataLM,Pelo amor de Deus Universal... Não dá uma de Disney não!!! A dublagem está perfeita assim. Não coloca famoso pra dublar não!,2,0,2022-10-14T20:05:37Z
UgytqyxWH0v09mIpQ1B4AaABAg,Iracema Aldarvis,♥️,1,0,2022-10-14T20:04:43Z
UgxBCUzo7Jl0yuuCMtF4AaABAg,Felipe Carvalho,Tava esperando a voz do Mario da animação dos anos 90. Achei uma bost@,0,0,2022-10-14T19:16:25Z
UgxixMbJ6vsK8CrWhx94AaABAg,Incrível Comédia Animada,Por favor universal não tira esses dubladores eu imploro,1,0,2022-10-14T19:03:03Z
UgzE2H6aPchG4JnLmIR4AaABAg,Ezequiell,SÓ MOSTRO ISSO DO FIME???????????? :( pelo menos a dublagem ta EPICAAA,1,0,2022-10-14T19:01:36Z
UgyhWd6W3jWegWUExcx4AaABAg,yGodHat,Sempre q vejo a dublagem BR sempre fica ruim (as vezes bom) e tipo muita gente invés de ver BR vê EUA mais hoje já sabemos como vamos assistir né hehe claramente o BR Ta incrível a dublagem incrível mesmo hoje a dublagem brasileira superou,1,0,2022-10-14T18:13:59Z
UgxU_FaCCN0n_qDmvUp4AaABAg,GreenSquid,"<a href=""http://www.youtube.com/results?search_query=%23mariosemstartalent"">#mariosemstartalent</a>",0,0,2022-10-14T17:36:36Z
Ugzc12j-sUJcNLF-Iyh4AaABAg,Sinopse Filmes - Resumos,"Enteada quer Dar para o Padrasto, mas Ele Esconde um Segredo Perturbador - RESUMO DO FILME. <a href=""https://youtu.be/s_faopNwyD0"">https://youtu.be/s_faopNwyD0</a>",0,0,2022-10-14T17:21:41Z
UgzXZDLxuGTF6LufHSB4AaABAg,Jhonny Silva,"Me impressiona ser Dublado em Pt-Br, achei q ia vir pro Brasil só legendado",1,0,2022-10-14T17:03:34Z
UgyvZ72VK9bu_ZRNMy94AaABAg,Gandalf_the_gray13,"Eu pensei que o Bowser ia falar &quot;nem fudendo&quot; KKKKKK que voz, amgs, que voz",1,0,2022-10-14T15:26:33Z
UgyTobPkK3M12zWq97p4AaABAg,Jonathan Ântonio,"a ideía parece ser boua, não sei se vai vender tanto como parece",1,0,2022-10-14T14:28:41Z
UgzLdm3BwstWwonmkW94AaABAg,Marcus G,Parece muito bom hein!! Sem lacração!!  Dublagem Chris Pratt apoiada também !! Se ele tá no filme vou assistir!!!,0,0,2022-10-14T13:44:06Z
UgyCb5ecIn4Gm8YGRrV4AaABAg,Richardson dos Santos Neves,"Sem cegueira nostálgica, mas tudo perfeito no trailer.<br>Finalmente um filme digno para o Mário.",1,0,2022-10-14T13:20:39Z
UgzTMqK11qWOFb1iXl94AaABAg,Vanessa Mariano,"Viajei na minha infância! Espero que seja um filme fiel, e não cheio de emendas atuais!",1,0,2022-10-14T12:57:04Z
UgxDi5_srKNKmZ2dAWZ4AaABAg,SMToon Malay,VEM MARIO!!! O Sonic tem um adversário de PESO no topo da arrecadação de filmes baseados em GAMES!! QUE COISA LINDAAAA,2,0,2022-10-14T10:01:54Z
Ugx6gOODLRpSUXPhui14AaABAg,Luís Otávio,"<a href=""http://www.youtube.com/results?search_query=%23mariosemstartalent"">#Mariosemstartalent</a>",0,0,2022-10-14T06:53:36Z
UgxkoInuLZVbF0rcJEF4AaABAg,Livino Lucas,😭😭😭😭😭 pq velho eu chorei 😭😭😭😭😭 sou homem krlh mas eu chorei,2,0,2022-10-14T03:07:29Z
Ugx146z98edKUIndW8d4AaABAg,Fábio Silva,Na espectativa! Um clássico...,1,0,2022-10-14T02:41:32Z
Ugy0i5xg8XrS7DGLO3l4AaABAg,Galaxy,Mantenham essa dublagem por favor <br>Não coloquem famoso pra dublar tá,2,0,2022-10-14T02:28:19Z
UgzTYOjdxxamRBoLl4h4AaABAg,Galaxy,"<a href=""http://www.youtube.com/results?search_query=%23dublagemsemfamoso"">#DublagemSemFamoso</a>",1,0,2022-10-14T02:25:58Z
UgxDG6EC2XSG_pC8tG94AaABAg,Galaxy,Não troquem a dublagem pra famosinhos da internet<br>Ninguém liga pra famoso dublando vê se aprendem,1,0,2022-10-14T02:23:45Z
UgxdGKb6Oy47T67Uxih4AaABAg,Galaxy,Não troquem os dubladores do trailer,1,0,2022-10-14T02:22:51Z
UgxnoCHBvSvQ2aO2qvt4AaABAg,Galaxy,Se trocar essa dublagem você vai morrer!!,2,0,2022-10-14T02:21:50Z
UgznxWL3OGjbNSKjStx4AaABAg,GAM3R,"Não troca de dublador universal esse já tá perfeito,não nessecita troca por famosinho,isso já é uma obra de artes melhor do que isso ele vim sem troca nenhum dublador do trailer",0,0,2022-10-14T02:17:56Z
UgxFACriTILOFlRMN7V4AaABAg,Kamatashi,SIMPLESMENTE AMEI A DUBLAGEM BRASILEIRA!,0,0,2022-10-13T23:55:09Z
UgwrvK6JpvTRIEQ0kyt4AaABAg,Eduardo Lader,"DUBLAGEM INCRÍVEL!!!! <br>Querida Universal Pictures, a dublagem do teaser está perfeita com dubladores profissionais. <br>Pedimos gentilmente que vossa excelência não acabe com o filme trazendo &quot;Famosinhos&quot; pra dublar.<br>Muito Obrigado",9,1,2022-10-13T23:05:22Z
Ugy4PiYig3UJkYqWQ0B4AaABAg,Daniel Dantas,"<a href=""http://www.youtube.com/results?search_query=%23mariosemstartalent"">#MarioSemStarTalent</a>",0,0,2022-10-13T21:59:57Z
UgzKLrL3AZqfGQF7qIN4AaABAg,Mary Souza,"Por tudo o que é mais sagrado, mantém esse elenco de dublagem, se colocarem estrelas de TV vcs vão perder bilheteria, não tem o q mexer, tá perfeito",36,2,2022-10-13T21:03:46Z
UgxjI0dyUJdeA_F1VPN4AaABAg,Soinas Doyi,Super Mario Bros o primeiro mito da história dos videogames o que influenciou tudo. Merece todo respeito filme fantástico esse,0,1,2022-10-13T20:19:17Z
UgxrG0fBHOgWjL2gOtp4AaABAg,Gustavo Cardoso 🎮,Ai meu coração! 🥹💓,0,0,2022-10-13T17:38:01Z
UgyaD9PY3xaA8MvTsXB4AaABAg,Canal Do Patrão,Essa será a melhor animação de 2023!,1,0,2022-10-13T16:58:53Z
UgyFKe8LtUpwvHz-wid4AaABAg,vitor hugo,universal não coloque famosos na dublagem brasileira por favor deixe o Rafael rosato e o charles Emanuel,1,0,2022-10-13T15:41:15Z
UgznwdNMb5g_k4ucJ9Z4AaABAg,João Pedro,Em qual plataforma vai aparecer quando sair do cinemas?,0,1,2022-10-13T13:59:59Z
UgyTUuF24DxF9rZHCPh4AaABAg,White_ Saint BG,Não tiram o dublador oficial do Mario ficou ótimo parabéns,0,0,2022-10-13T12:38:54Z
Ugyy_6qn0CtFDftYJwN4AaABAg,Chopplifter,👍,0,0,2022-10-13T11:10:32Z
UgwNeAI1RuCLzmhL4LV4AaABAg,Asteca Livre,"Não substituam os dubladores do trailer por favor, nem precisa de famosos para atrair o público, nenhum ator vai conseguir entregar o que os fãs querem, é mais fácil o público reclamar de um famoso ( Mion como Buzz).",0,0,2022-10-13T08:10:07Z
UgyVFwZEJjYztHqBpqh4AaABAg,Michel S. Mendes,❤❤❤❤ continua com essa dublagem muito bom com 29 anos vou ver super Mario kkkkkk,0,0,2022-10-13T05:25:11Z
UgyIl56wL09_CFzpUTd4AaABAg,Ryan Temoteo,E eu ainda não entendo o pessoal que defende empresa que não dubla seus jogos para o PT-BR,1,0,2022-10-13T02:39:15Z
UgyL8p1_SMhjQe4Mx8h4AaABAg,x138c,"buen trabajo del actor, maldita sea crhis prat!!",1,0,2022-10-13T02:38:33Z
Ugx1nb0LvMP8rMoWc-F4AaABAg,Erick Mingioni,A dublagem tá muito boa!!! Por favor Universal não mudem os dubladores!!!!,1,0,2022-10-13T02:05:42Z
UgxBP2Of-HK6gq8FOgx4AaABAg,Binho,Caramba mano o Pablo solando o bowser foi incrível,1,0,2022-10-13T00:44:42Z
Ugy0LKTddO5QTXlPUfd4AaABAg,Lucas Carvalho,a voz do mario n ta boa,0,0,2022-10-13T00:16:36Z
UgzbgDN2wBVMK2egx0d4AaABAg,Pedro Silva,Comentando aqui antes que o Youtoba bloqueie os comentários desse vídeo por ser de criança,0,0,2022-10-12T21:43:08Z
UgymjZn1WEGJsogrAgR4AaABAg,Rod_117,A dublagem do pinguim tá melhor que a do Koopa kkkk,0,0,2022-10-12T21:35:03Z
UgwwCAhGj2oWT1ugcDV4AaABAg,antonio martinelli,"<a href=""https://youtube.com/shorts/NODJKfxlpJI?feature=share"">https://youtube.com/shorts/NODJKfxlpJI?feature=share</a> <br><a href=""http://www.youtube.com/results?search_query=%23mario"">#mario</a> sem star Telenet",1,0,2022-10-12T20:13:46Z
Ugw4GLBPqcufIgtveDh4AaABAg,AbnerDubs,sou eu acho QUE O SOM DESSA BUDEGA TA &#39;&quot;meio&quot; ALTO DEMAIS????????<br>O GRAVE TÀ MÒ ALTO QUASE NÂO DÀ PRA OUVIR AS VOZES.<br>mais alguém?,0,0,2022-10-12T19:59:10Z
Ugyxv9jqY5UPOk85FLt4AaABAg,tonar wodi,Mario na voz americana/ original),0,0,2022-10-12T19:44:54Z
UgwnqGuDvTcSmQ3-aSF4AaABAg,Lih,mano ta incrivel essa dublagemmmmmmm &lt;33333333,1,0,2022-10-12T18:43:46Z
Ugw9i53lgfSf8SMuDGJ4AaABAg,Atacilio Santos,Show!,0,0,2022-10-12T17:23:51Z
Ugy1fD6qVatVLW9JAnJ4AaABAg,Lupita,"Como era de se esperar... O Mario ficou com inveja do Sonic e exigiu um filme para o Mario. <br><br>(É brincadeira essa parte, eu sei que o filme do Mario estava sendo planejado a muito tempo.)<br><br>Cara, o tanto de piadinhas que vai ter não é brincadeira. <br><br>&quot;Que mario?&quot;<br> <br>&quot;O que te comeu atrás do armário.&quot;",0,1,2022-10-12T16:13:55Z
